id,Date,Location,Artist,Venue,Lineup,Gear Notes,Link,Created on
530,2026-04-08,"Great Falls, MT",Jeff Tweedy,The Newberry,"Jeff Tweedy, Liam Kazar",,https://www.etix.com/ticket/p/47796039/jeff-tweedy-with-special-guest-liam-kazar-great-falls-the-newberry,2025-12-30
531,2026-04-09,"Bozeman, MT",Jeff Tweedy,The ELM,"Jeff Tweedy, Sima Cunningham",,https://www.ticketmaster.com/event/1E00636EE27FA673?brand=logjampresents,2025-12-30
599,2026-11-07,"Davenport, IA",Case Oats,Capitol Theatre,"Jeff Tweedy, Case Oats",,https://www.axs.com/events/1480580/jeff-tweedy-solo-tickets,2026-06-13
598,2026-11-06,"Carmel, IN",Case Oats,The Tarkington,"Jeff Tweedy, Case Oats",,https://thecenterpresents.org/tickets-events/events/2627/center-presents/jeff-tweedy/,2026-06-13
597,2026-11-03,"Providence, RI",Case Oats,Uptown Theater,"Jeff Tweedy, Case Oats",,https://www.uptownpvd.com/events/jeff-tweedy-with-special,2026-06-13
596,2026-10-31,"Groton, MA",Case Oats,Groton Hill Music Center,"Jeff Tweedy, Case Oats",,https://www.grotonhill.org/concerts/jeff-tweedy-with-special-guest-case-oats.,2026-06-13
595,2026-10-30,"Great Barrington, MA",Case Oats,Mahaiwe PAC,"Jeff Tweedy, Case Oats",,https://mahaiwe.my.salesforce-sites.com/ticket/#/instances/a0FQK000008N18T2AS,2026-06-13
594,2026-10-28,"New York, NY",Case Oats,Town Hall,"Jeff Tweedy, Case Oats",,https://www.ticketmaster.com/event/030064C7177526DF,2026-06-13
593,2026-10-27,"Woodstock, NY",Case Oats,Bearsville Theater,"Jeff Tweedy, Case Oats",,https://www.etix.com/ticket/p/99710988/jeff-tweedy-woodstock-bearsville-theater,2026-06-13
592,2026-10-26,"Woodstock, NY",Case Oats,Bearsville Theater,"Jeff Tweedy, Case Oats",,https://www.etix.com/ticket/p/40027463/jeff-tweedy-woodstock-bearsville-theater,2026-06-13
591,2026-10-24,"Ithaca, NY",Case Oats,State Theatre,"Jeff Tweedy, Case Oats",,https://tixr.com/e/193670.,2026-06-13
590,2026-10-23,"Rochester, NY",Case Oats,RIT PAC,"Jeff Tweedy, Case Oats",,https://rittickets.com/Online/default.asp,2026-06-13
589,2026-10-21,"Kent, OH",Case Oats,The Kent Stage,"Jeff Tweedy, Case Oats",,https://www.etix.com/ticket/p/69052830/jeff-tweedy-with-special-guest-case-oats-kent-the-kent-stage,2026-06-13
588,2026-10-20,"Three Oaks, MI",Case Oats,Acorn Theater,"Jeff Tweedy, Case Oats",,https://acornlive.my.salesforce-sites.com/ticket/#/events/a0SPd000004D68XMAS,2026-06-13
532,2026-06-28,"North Adams, MA",Jeff Tweedy,MASS MoCA,Solid Sound Festival,,https://solidsoundfestival.com/,2025-12-30
536,2026-05-07,"Columbus, OH",Case Oats,Rumba Cafe,"Case Oats, Henry True",,https://www.ticketweb.com/event/case-oats-henry-true-rumba-cafe-tickets/14745203?pl=celebrity,2026-03-06
537,2026-05-09,"Brooklyn, NY",Case Oats,Union Pool,"Case Oats, Henry True",,https://link.dice.fm/s8f7358086ef,2026-03-06
538,2026-05-10,"Philadelphia, PA",Case Oats,Johnny Brendas,"Case Oats, Henry True",,https://www.etix.com/ticket/p/91248032/case-oats-philadelphia-johnny-brendas,2026-03-06
539,2026-05-12,"Washington, DC",Case Oats,The Pie Shop,"Case Oats, Henry True",,https://app.opendate.io/e/case-oats-w-henry-true-may-12-2026-678740,2026-03-06
540,2026-05-14,"Cambridge, MA",Case Oats,Club Passim,"Case Oats, Henry True",,https://www.passim.org/live-music/events/case-oats/,2026-03-06
541,2026-05-15,"Northampton, MA",Case Oats,Iron Horse,"Case Oats, Henry True",,https://theparlorroom.my.salesforce-sites.com/ticket/#/events/a0SV500000BDqbxMAD,2026-03-06
542,2026-05-16,"Burlington, VT",Case Oats,Radio Bean,"Case Oats, Henry True",,https://www.tickettailor.com/events/radiobean/2090586,2026-03-06
543,2026-05-18,"Cleveland, OH",Case Oats,Beachland Tavern,"Case Oats, Henry True",,https://app.opendate.io/e/case-oats-may-18-2026-678775,2026-03-06
544,2026-05-19,"Toronto, ON",Case Oats,The Drake,"Case Oats, Henry True",,https://www.ticketweb.ca/event/case-oats-drake-underground-tickets/14740273?pl=WRITF,2026-03-06
545,2026-05-20,"Detroit, MI",Case Oats,Lager House,"Case Oats, Henry True",,https://wl.eventim.us/event/case-oats/682898?afflky=KickstandProductions,2026-03-06
546,2026-05-21,"Bloomington, IN",Case Oats,The Bishop,"Case Oats, Henry True",,https://www.simpletix.com/e/case-oats-tickets-261595,2026-03-06
547,2026-05-27,"Trondheim, NO",Case Oats,Bar Moskus,Case Oats,,https://moskus.hoopla.no/event/1589969530,2026-03-06
548,2026-05-28,"Bergen, NO",Case Oats,Victoria Cafe & Pub,Case Oats,,https://perfectsounds.ticketco.events/no/nb/e/280526/tellus,2026-03-06
572,2026-05-31,"London, UK",Case Oats,BBC Radio 6 Music,Case Oats,,,2026-06-13
549,2026-05-29,"Halden, NO",Case Oats,Kaktus Fest,Case Oats,,https://kaktusfest.no/,2026-03-06
550,2026-05-31,"Bristol, UK",Case Oats,The Louisiana,Case Oats,,https://www.axs.com/uk/events/1313774/case-oats-tickets,2026-03-06
551,2026-06-01,"London, UK",Case Oats,Waiting Room,Case Oats,,https://link.dice.fm/zc21119bd577,2026-03-06
552,2026-06-02,"Manchester, UK",Case Oats,Gullivers,Case Oats,,https://www.seetickets.com/event/case-oats/gullivers/3598624,2026-03-06
553,2026-06-03,"Glasgow, UK",Case Oats,The Hug and Pint,Case Oats,,https://thehugandpint.seetickets.com/event/case-oats/the-hug-and-pint/3600779,2026-03-06
573,2026-06-06,"Madrid, ES",Case Oats,Block Party Festival,Block Party Festival,,,2026-06-13
554,2026-06-05,"Madrid, ES",Case Oats,Fun House,Case Oats,,https://ticketmaster.evyy.net/c/219208/2038750/23886?u=https%3A%2F%2Fwww.ticketmaster.es%2Fevent%2Fcase-oats-entradas%2F822960793&utm_medium=affiliate,2026-03-06
555,2026-06-07,"Barcelona, ES",Case Oats,Aclam,Case Oats,,https://www.aclamclub.cat/activitats/case-oats/,2026-03-06
556,2026-06-08,"València, ES",Case Oats,16 Toneladas,Case Oats,,https://www.16toneladas.com/events/event/case-oaks/,2026-03-06
574,2026-06-20,"Bloomington, IN",Waxahatchee,Switchyard Park,"Waxahatchee, Kathleen Edwards",,https://www.visitbloomington.com/event/waxahatchee%3A-granfalloon-concert-series-at-switchyard-park/58753/,2026-06-13
557,2026-06-09,"San Sebastián, ES",Case Oats,Dabadaba,Case Oats,,https://link.dice.fm/p57a724bec8e,2026-03-06
558,2026-06-21,"Baltimore, MD",Case Oats,Metro Baltimore,"S.G. Goodman, Case Oats",,https://link.dice.fm/w4d6bc6e8b56,2026-03-06
559,2026-06-23,"Pittsburgh, PA",Case Oats,Thunderbird Café & Music Hall,"S.G. Goodman, Case Oats",,https://www.etix.com/ticket/p/90375034/sggoodman-pittsburgh-thunderbird-caf%C3%A9-music-hall,2026-03-06
560,2026-06-24,"Lancaster, PA",Case Oats,West Art,"S.G. Goodman, Case Oats",,https://www.westartlanc.com/concert/sg-goodman-and-case-oats,2026-03-06
561,2026-04-16,"Philadelphia, PA",Liam Kazar,Underground Arts,"Cut Worms, Liam Kazar",,https://www.tixr.com/e/169917,2026-03-06
562,2026-04-17,"Washington, DC",Liam Kazar,Union Stage,"Cut Worms, Liam Kazar",,https://app.opendate.io/e/cut-worms-april-17-2026-629981?utm_source=bandsintown,2026-03-06
570,2026-04-19,"Marshall, NC",Liam Kazar,Tea Tent,"Liam Kazar, Julie Opell, Special Strength",,,2026-06-13
563,2026-04-18,"Durham, NC",Liam Kazar,Motorco Music Hall,"Cut Worms, Liam Kazar",,https://motorcomusic.com/event/cut-worms/,2026-03-06
564,2026-04-20,"Atlanta, GA",Liam Kazar,The Earl,"Cut Worms, Liam Kazar",,https://www.freshtix.com/events/cut-worms-the-earl-2,2026-03-06
565,2026-04-21,"Nashville, TN",Liam Kazar,Basement East,"Cut Worms, Liam Kazar",,https://www.ticketweb.com/event/cut-worms-w-liam-kazar-the-basement-east-tickets/14076694?utm_medium=affiliate&irgwc=1&afsrc=1&clickid=Q96T%3ArxiAxyZUDiVX6xh0SpbUkuzwBQZI1M8T80&camefrom=CFC_BUYAT_219208&impradid=219208&REFERRAL_ID=tmfeedbuyat219208&wt.mc_id=aff_BUYAT_219208&utm_source=219208-Bandsintown&impradname=Bandsintown&ircid=4272,2026-03-06
566,2026-04-23,"Fayetteville, AR",Liam Kazar,George's Majestic,"Cut Worms, Liam Kazar",,https://stubs.net/event/7645/cut-worms,2026-03-06
567,2026-04-24,"Denton, TX",Liam Kazar,Rubber Gloves,"Cut Worms, Liam Kazar",,https://www.prekindle.com/event/44429-cut-worms-denton,2026-03-06
571,2026-04-27,"Chicago, IL","Waxahatchee and MJ Lenderman",The Auditorium Theatre,"Waxahatchee and MJ Lenderman, Brennan Wedl",,,2026-06-13
568,2026-04-25,"Austin, TX",Liam Kazar,Mohawk,"Cut Worms, Liam Kazar",,https://www.etix.com/ticket/p/64606984/cut-worms-austin-resound-presents?clickref=1011lCaxvmQ7,2026-03-06
,2026-06-14,"Chicago, IL",Spencer Tweedy and Sammy Tweedy,Emanuel Congregation,Cantor Shelly Retirement Party,,,2026-08-26
,2026-06-25,"North Adams, MA","Finom",TOURISTS,"Finom, Liam Kazar",,,2026-08-26
,2026-06-25,"North Adams, MA","Liam Kazar",TOURISTS,"Finom, Liam Kazar",,,2026-08-26
,2026-06-26,"North Adams, MA",Scott The Hoople,MASS MoCA,Solid Sound Festival,,,2026-08-26
,2026-06-27,"North Adams, MA",Scott The Hoople,MASS MoCA,Solid Sound Festival,,,2026-08-26
,2026-06-27,"North Adams, MA",Elizabeth Moen,MASS MoCA,Solid Sound Festival,,,2026-08-26
,2026-07-02,"Milwaukee, WI",Case Oats,Henry Maier Festival Park,Summerfest,,,2026-08-26
,2026-07-24,"Chicago, IL",Max Subar,The Hideout,"Max Subar, Sarah Weddle",,,2026-08-26
,2026-07-26,"Newport, RI",Case Oats,Fort Adams State Park,Newport Folk Festival,,,2026-08-26
,2026-07-30,"Chicago, IL",Case Oats,CBS News,,,,2026-08-26
,2026-07-31,"Albany, WI",Case Oats,Post Farm,Postock,,,2026-08-26
,2026-07-31,"Albany, WI",Liam Kazar,Post Farm,Postock,,,2026-08-26
,2026-08-01,"Albany, WI",Aux Thom,Post Farm,Postock,,,2026-08-26
,2026-08-02,"Chicago, IL",Case Oats,Grant Park,Lollapalooza,,,2026-08-26
,2026-08-04,"Chicago, IL",Finom,MCA Chicago,Finom,,,2026-08-26
,2026-08-21,"Ripon, WI",Case Oats,Avrom Farm,Avrom Farm Party,,,2026-08-26
,2026-08-25,"Chicago, IL",Willie Nelson,Huntington Bank Pavilion,Outlaw Music Festival,,,2026-08-26
,2026-09-10,"Madison, WI",Finom,The Sylvee,"Manequinn Pussy, Finom",,,2026-09-09
